Pair,Average_Rating,[All_Ratings]
laughing_hyena~leopard,3.34,[3.3 3.1 2.9 5.3 2.1]
lemming~horse,1.28,[1.9 1 1 1 1.5]
lemur~chicken,1.26,[1 1 1 1.7 1.6]
lemur~chimpanzee,2.86,[1 2.3 4.6 2.6 3.8]
lemur~dolphin,1.4,[1 2.3 1.1 1.6 1]
lemur~elephant,1.6,[1.3 3 1.7 1 1]
lemur~fish,1,[1 1 1 1 1]
lemur~giraffe,2.32,[2.1 2.5 3 2.5 1.5]
lemur~human,1.2,[1 1 2 1 1]
lemur~puma,2.52,[1 4.5 1 1 5.1]
lemur~raccoon,5.02,[6.1 3.6 4.9 5 5.5]
leopard_ray~moray_eel,4.22,[5 3 2 5.5 5.6]
leopard~baboon,1.76,[2.6 2.2 2 1 1]
leopard~bear,3.32,[1.9 3 5 3.2 3.5]
leopard~black_bear,3.18,[4.5 2.5 3.2 1 4.7]
leopard~bobcat,4.58,[5.4 1.6 6.2 5 4.7]
leopard~buffalo,3.22,[3.3 1.9 5.3 3.1 2.5]
leopard~cheetah,5.3,[6.3 6.6 2.9 4.7 6]
leopard~crocodile,1.56,[2.1 1 2.7 1 1]
leopard~deer,2.52,[2 1 4.1 2 3.5]
leopard~dog,3.82,[3.2 4.1 4.6 1 6.2]
leopard~elephant,1.38,[1.3 2.6 1 1 1]
leopard~fox,3.48,[2.6 3.4 4.3 4.7 2.4]
leopard~gazelle,2.46,[1.9 1 4.5 1.3 3.6]
leopard~horse,1,[1 1 1 1 1]
leopard~hyena,2.56,[3.3 2.9 2.9 1.4 2.3]
leopard~jaguar,6.02,[7 3.5 6.1 6.5 7]
leopard~kangaroo,1.62,[1 2.5 1.1 1 2.5]
leopard~lion,6.02,[5.8 7 6.6 7 3.7]
leopard~monkey,2.76,[3.4 1.6 5.5 1 2.3]
leopard~panther,4.92,[3.7 5.7 7 5.1 3.1]
leopard~puma,5.72,[5.1 5.8 4.9 6.8 6]
leopard~rat,2.5,[2.1 1.9 4.8 1 2.7]
leopard~snake,1.08,[1.2 1 1 1 1.2]
leopard~walrus,1.2,[1.2 1 1.8 1 1]
leopard~wolf,3.14,[4.2 1 5.6 2.1 2.8]
liger~lion,5.3,[5 6.2 5 5.6 4.7]
liger~orangutan,1.74,[1 1 4.7 1 1]
lion~aardvark,2,[2 2.5 3.5 1 1]
lion~anteater,1.78,[2.2 1 2.9 1.5 1.3]
lion~antelope,2.22,[2.8 3 2.8 1 1.5]
lion~bear,2.02,[1 3 1.5 2.4 2.2]
lion~beluga,1.46,[1 3.3 1 1 1]
lion~chipmunk,2.1,[3 1.6 3.3 1.2 1.4]
lion~clownfish,1.1,[1.1 1 1 1 1.4]
lion~cockroach,1.46,[2.8 1.4 1 1 1.1]
lion~coyote,4.5,[1.9 5.1 5.3 5 5.2]
lion~dog,1.94,[1.4 1.7 2.1 2.2 2.3]
lion~donkey,1.94,[1 3.6 2.2 1 1.9]
lion~elephant,2.16,[3.5 1 2.8 2.5 1]
lion~ferret,1.42,[1 1.8 1.3 1 2]
lion~gazelle,1.82,[2.1 1 1 2 3]
lion~giraffe,3.1,[2.8 1.8 5.5 2.5 2.9]
lion~goldfish,1.18,[1 1.8 1 1 1.1]
lion~gorilla,1.3,[1.5 1.2 1 1.8 1]
lion~hippopotamus,1.76,[2 1 1.9 1.1 2.8]
lion~horse,2.04,[1 3 1.7 1.8 2.7]
lion~hyena,3.08,[1.8 5 1.2 1.4 6]
lion~llama,1.72,[2.4 1.5 2.7 1 1]
lion~lynx,5.48,[5.5 6 5.7 3.5 6.7]
lion~mule,2.72,[6.3 1 3 1 2.3]
lion~octopus,1.32,[2.2 1 1 1 1.4]
lion~orangutan,1.18,[1.9 1 1 1 1]
lion~peacock,1.02,[1 1 1 1 1.1]
lion~penguin,1.2,[1.3 1 1.6 1.1 1]
lion~raccoon,2.62,[2.2 5.5 3.4 1 1]
lion~seal,1.78,[3.1 1.9 1 1 1.9]
lion~shark,1.14,[1 1 1 1 1.7]
lion~squirrel,1.32,[1.4 2 1 1 1.2]
lion~tiger,6.22,[6 7 6.7 7 4.4]
lion~turkey,1.46,[2.4 1 1.9 1 1]
lion~warthog,2.2,[2.1 3 1.9 2.1 1.9]
lizard~bird,2.06,[1.9 1 4 2 1.4]
lizard~butterfly,1.26,[1.4 1 1.9 1 1]
lizard~caterpillar,2.26,[4.5 1 2 1 2.8]
lizard~coyote,1.28,[1.9 1 1.1 1.4 1]
lizard~deer,1.04,[1 1.2 1 1 1]
lizard~dolphin,1.18,[1 1 1.4 1 1.5]
lizard~elephant,1.16,[1 1.1 1.7 1 1]
lizard~falcon,1.36,[2.3 1 1 1.5 1]
lizard~ferret,1.64,[1.7 1.5 3 1 1]
lizard~frog,2.98,[3.6 1 3.4 1.9 5]
lizard~goose,1.5,[2.8 1 1 1 1.7]
lizard~iguana,5.76,[5.9 7 7 7 1.9]
lizard~leopard,1.3,[1.6 1 1.7 1 1.2]
lizard~lion,1.16,[1 1.4 1.4 1 1]
lizard~newt,5.06,[4.1 3.5 6 4.7 7]
lizard~ostrich,1.46,[1 3.3 1 1 1]
lizard~panda,1.28,[1 1.3 1 2.1 1]
lizard~robin,1.08,[1 1.4 1 1 1]
lizard~scorpion,3.36,[1.8 6.1 1.7 6.2 1]
lizard~shark,1.84,[3.7 1.5 2 1 1]
lizard~sheep,1.52,[1.1 1.7 2 1.7 1.1]
lizard~snake,3.46,[3.5 4.4 2.3 5.7 1.4]
lizard~spider,1.18,[1.2 1 1.7 1 1]
lizard~worm,2.78,[2.9 1 5.5 2.9 1.6]
llama~armadillo,1.78,[1 3.4 1 2.5 1]
llama~bear,3,[5.6 2.4 2.9 1 3.1]
llama~bird,2.58,[3.3 4.6 1 1 3]
llama~buffalo,2.48,[1.2 1.5 3.4 2.6 3.7]
llama~chicken,1.02,[1.1 1 1 1 1]
llama~elephant,2.76,[3.2 3.5 4.1 2 1]
llama~ferret,1.4,[1.8 1.3 1 1 1.9]
llama~giraffe,3.68,[1.9 2 5.1 3.6 5.8]
llama~horse,3.18,[4 2 1 2 6.9]
llama~monkey,1.78,[2.5 2.9 1.5 1 1]
llama~ostrich,2.54,[3.5 1 2 5.2 1]
llama~squirrel,1.24,[1.7 1.5 1 1 1]
lobster~elephant,1.06,[1 1 1.3 1 1]
lobster~jellyfish,2.9,[1 2.9 4.5 2.1 4]
lobster~monkey,1.12,[1 1 1 1 1.6]
lobster~porcupine,1.48,[1.8 1 1 2.6 1]
lobster~shark,3.3,[2.9 3.4 5 1 4.2]
lobster~shrimp,3.7,[4.4 3.1 1 3 7]
lungfish~alligator,1.68,[1 1.5 1 1 3.9]
lynx~badger,3.58,[2.9 5.6 5.9 1 2.5]
lynx~beaver,2.68,[3.7 3.7 3.2 1.4 1.4]
lynx~bobcat,5.74,[6.1 7 7 7 1.6]
lynx~cougar,5.7,[3.7 7 6.8 7 4]
lynx~duck,2.12,[2.4 1.3 1.1 1 4.8]
lynx~kangaroo,1.72,[1 2.7 1 2.9 1]
lynx~otter,1.2,[1.1 1 1.9 1 1]
lynx~parrot,1,[1 1 1 1 1]
mallard_duck~canada_goose,5.48,[6.6 4 6.6 5.1 5.1]
mallard_duck~hippopotamus,1.12,[1 1 1 1 1.6]
mammal~giraffe,6.16,[7 3 7 7 6.8]
mammoth~sloth,1.52,[1 3.2 1 1.4 1]
manatee~octopus,2.74,[4.5 3.2 2.1 1 2.9]
manatee~whale,4.9,[1.9 6.7 5.2 4.8 5.9]
marmot~fox,3.24,[5 4 5.2 1 1]
mastodon~african_elephant,5.92,[6 5.2 5.6 7 5.8]
mastodon~bear,2.16,[1 3 1.4 1 4.4]
meadowlark~eagle,3.8,[2.4 1.7 4.1 6.8 4]
meadowlark~hummingbird,5.04,[6 6.1 5.1 2.5 5.5]
meadowlark~robin,5.58,[1.9 6.9 6.7 6.5 5.9]
meerkat~crocodile,1.26,[1 2.3 1 1 1]
meerkat~rabbit,3.1,[1 6.5 1 2 5]
mink~bear,3,[3.4 2.2 3.2 4.5 1.7]
mink~beaver,4.22,[2.3 5.1 3.2 5.5 5]
mink~otter,4.9,[5 3 6.1 6 4.4]
mink~wolf,3.4,[5.5 1 1.7 5.7 3.1]
mockingbird~goldfish,1.04,[1.2 1 1 1 1]
mole~aardvark,2.98,[2.9 1.9 2.4 2 5.7]
mole~beaver,2.7,[3.3 2 4.7 1 2.5]
mole~bird,1.38,[2 1 1 1 1.9]
mole~chipmunk,4.2,[4 3.8 4.5 5.2 3.5]
mole~giraffe,1.2,[1.3 1 1.5 1.2 1]
mole~lizard,1.18,[1 1.4 1.5 1 1]
mole~opossum,5.02,[5.3 5.1 2.4 5.3 7]
mole~slug,1.48,[2.1 1 1 1 2.3]
mole~snail,1.94,[1.5 2.2 1.9 1 3.1]
mole~snake,1.3,[1 2.3 1.2 1 1]
mole~tiger,1.84,[1 2 1.9 3.3 1]
mole~zebra,1.66,[1.4 2.6 1 1 2.3]
mongoose~rabbit,2.84,[3.1 2.9 1.1 3.5 3.6]
mongoose~raccoon,3.98,[4.8 4.9 5.6 2.6 2]
mongoose~wolverine,2.36,[2.7 3.7 1.3 2.1 2]
monkey~ant,1.12,[1.4 1.1 1 1.1 1]
monkey~anteater,1.6,[1.9 1 1 2.8 1.3]
monkey~ape,6.34,[6.1 6 7 6 6.6]
monkey~bird,1.68,[2.4 1 2.2 1.5 1.3]
monkey~cat,1.32,[1 1 2.5 1.1 1]
monkey~chimpanzee,6.06,[6 7 7 4.1 6.2]
monkey~deer,1.32,[1 1 1.9 1.3 1.4]
monkey~dinosaur,1.5,[1 3.5 1 1 1]
monkey~dog,2.72,[2.4 4.9 1 3.3 2]
monkey~donkey,1.52,[1 2.3 1.9 1 1.4]
monkey~duck,1.1,[1 1.5 1 1 1]
monkey~frog,1.26,[1.1 1.7 1.5 1 1]
monkey~giraffe,1.5,[2.3 1 1.5 1 1.7]
monkey~horse,1.64,[1.4 1 2.9 1.3 1.6]
monkey~lion,1.64,[2.9 1 1 1 2.3]
monkey~lizard,1.22,[1.9 1 1.2 1 1]
monkey~mouse,1.72,[1 2.3 1.6 2.2 1.5]
monkey~mule,2.32,[6.8 1 1.4 1.4 1]
monkey~opossum,1.72,[2.5 2 1.1 1.1 1.9]
monkey~orangutan,6.66,[6.6 7 6.5 6.6 6.6]
monkey~ostrich,1.58,[1 1.4 2.2 2.2 1.1]
monkey~puma,2.44,[5.2 2 3 1 1]
monkey~sloth,4.3,[5.8 4.9 5 1 4.8]
monkey~squirrel,2.38,[2.7 4.7 1 2.3 1.2]
monkey~turtle,1.26,[1 1 2.3 1 1]
monkey~worm,1.44,[1 3.2 1 1 1]
monkey~zebra,1.2,[1 1 1.9 1.1 1]
monster~dinosaur,4.42,[5.7 4.6 4 2.2 5.6]
moose~baboon,1.46,[1 3.3 1 1 1]
moose~bear,2.56,[2.1 2.2 4.3 1.6 2.6]
moose~beaver,2.56,[4.3 2.9 1 1.2 3.4]
moose~bison,4.28,[3.3 6 5.1 1 6]
moose~cat,1.32,[1 1.1 2.5 1 1]
moose~deer,5.06,[5.1 2.9 6.4 6 4.9]
moose~dolphin,1.22,[1.6 1.5 1 1 1]
moose~elephant,3.54,[6 5 2.8 1 2.9]
moose~gazelle,4.26,[5 7 1.9 4.6 2.8]
moose~goose,1,[1 1 1 1 1]
moose~grizzly_bear,1.7,[3 1 1 1 2.5]
moose~horse,2.18,[1 1 1 3.9 4]
moose~lizard,1.32,[1.6 1 1 1 2]
moose~llama,2.52,[3.6 1 1.6 4 2.4]
moose~mountain_sheep,2.94,[4.2 1.6 1 2.6 5.3]
moose~mouse,1.34,[1 1.1 2.6 1 1]
moose~shark,1.14,[1 1.2 1 1 1.5]
moose~squirrel,1.8,[3.7 1.3 2 1 1]
moose~wolf,2.24,[2 3.1 2.4 1.6 2.1]
moray_eel~angelfish,3.76,[1.2 5.8 5.7 1 5.1]
mosquito~deer,1.14,[1.7 1 1 1 1]
mosquito~fly,5.7,[6 7 6.8 6.1 2.6]
mosquito~spider,2.4,[3.6 1 1 5.3 1.1]
mosquito~walrus,1.04,[1 1 1.2 1 1]
moth~ant,2.74,[1.6 3 1.7 2.2 5.2]
moth~clam,1.18,[1 1 1 1.4 1.5]
mountain_cougars~antelope,1.44,[1 2 1 1 2.2]
mountain_goat~bird,1.46,[1 2.4 1.9 1 1]
mountain_goat~fish,1.06,[1.1 1 1.2 1 1]
mountain_goat~sheep,4.26,[2.4 6.3 2.5 4.1 6]
mountain_lion~bird,1,[1 1 1 1 1]
mountain_lion~duck,1.08,[1.3 1 1 1 1.1]
mountain_lion~lion,4.34,[1.3 5.4 5.9 4.1 5]
mountain_lion~mountain_goat,2.16,[3.7 4.1 1 1 1]
mountain_lion~rhinoceros,1.3,[1.5 1.2 1 1 1.8]
mountain_lion~spider,1.16,[1.8 1 1 1 1]
mountain_lion~wildcat,6.22,[5.9 5.9 6.3 6 7]
mountain_sheep~mountain_goat,4.22,[4.4 6 3.3 5.3 2.1]
mouse~baboon,1.06,[1.3 1 1 1 1]
mouse~bat,2.76,[2.8 1.8 2.5 1 5.7]
mouse~beaver,2.88,[2.1 5.7 3.7 1 1.9]
mouse~bird,1.56,[2.4 2.2 1 1 1.2]
mouse~blue_whale,1.04,[1.1 1.1 1 1 1]
mouse~cheetah,1.82,[1 5.1 1 1 1]
mouse~chicken,1.2,[1.9 1 1 1 1.1]
mouse~chipmunk,2.48,[4.5 1 3.6 1.5 1.8]
mouse~cougar,1.34,[1.8 1.9 1 1 1]
mouse~deer,1.16,[1.4 1 1 1 1.4]
mouse~dingo,1.34,[1.4 1.3 2 1 1]
mouse~dinosaur,1,[1 1 1 1 1]
mouse~ferret,3.56,[3 1 4.6 5.5 3.7]
mouse~fish,1.2,[1 1 1 2 1]
mouse~fox,1.06,[1 1 1 1.3 1]
mouse~gerbil,5.42,[5.1 3.6 6 6.9 5.5]
mouse~giraffe,1.28,[1 2.4 1 1 1]
mouse~groundhog,3.06,[2.1 3.4 6.3 2.5 1]
mouse~hedgehog,3.32,[3.4 5 1.5 5.1 1.6]
mouse~horse,1.16,[1 1 1 1 1.8]
mouse~insect,1.76,[2.9 1 1 2.7 1.2]
mouse~mink,4.12,[5 2 6.3 6 1.3]
mouse~ocelot,3.22,[5.2 4.5 2.4 1 3]
mouse~octopus,1.22,[1.9 1 1 1.1 1.1]
mouse~orangutan,1.64,[1.4 1.9 1.9 1 2]
mouse~parrot,1.28,[2.4 1 1 1 1]
mouse~penguin,1.7,[2.9 2.1 1 1 1.5]
mouse~rat,5.58,[6.5 1 7 6.9 6.5]
mouse~rhinoceros,1.6,[1.4 2.1 1 1.2 2.3]
mouse~rodent,6.96,[6.9 6.9 7 7 7]
mouse~sloth,1.22,[1.1 1 1.6 1.4 1]
mouse~slug,1.64,[1.4 1 2.7 1 2.1]
mouse~snake,1.12,[1.2 1.4 1 1 1]
mouse~spider,1.18,[1.1 1 1 1.4 1.4]
mouse~turkey,1.3,[1.7 1 1.4 1 1.4]
mule~alligator,1.48,[2.3 1 1 1.5 1.6]
mule~antelope,2.6,[3.3 2.7 3 3 1]
mule~bunny,1.16,[1.4 1 1 1 1.4]
mule~burro,5.84,[6.5 2.8 6.9 6 7]
mule~cat,1.42,[2.5 1 1.6 1 1]
mule~cheetah,2.56,[3.3 1 2.9 3.6 2]
mule~deer,2.42,[1 4.3 1.4 2.4 3]
mule~elephant,2.2,[3.2 1.4 3.5 1 1.9]
mule~elk,2.46,[1.3 2 2.4 4.1 2.5]
mule~frog,1.26,[1.9 1.2 1 1.2 1]
mule~fruit_fly,1.04,[1.2 1 1 1 1]
mule~kitty,1.34,[2.2 1 1.5 1 1]
mule~pony,5.46,[6 3.4 6.1 5.8 6]
mule~rhinoceros,2.92,[5 2.7 2.4 3 1.5]
mule~skunk,3.1,[2.7 5.1 1 5.5 1.2]
musk_ox~emu,3.04,[5 3.6 2.1 2 2.5]
muskrat~raccoon,4.42,[2.7 4.4 5.1 5 4.9]
muskrat~rat,5.6,[5.7 6.2 4.1 5 7]
muskrat~weasel,4.3,[3 4.1 6.2 4.6 3.6]
newt~grizzly_bear,1.78,[1.7 1 1 1.5 3.7]
northern_pike~salmon,6.52,[6.8 7 5.8 7 6]
ocelot~zebra,2.8,[5.1 2.7 2.6 1 2.6]
octopus~bird,1.28,[2 1 1 1 1.4]
octopus~clam,1.98,[2.1 1 4.8 1 1]
octopus~fish,3.46,[2.9 5.2 5.3 1 2.9]
octopus~frog,2.96,[3 3 4.6 1.6 2.6]
octopus~hornet,1,[1 1 1 1 1]
octopus~hyena,1.04,[1 1 1.2 1 1]
octopus~iguana,2.3,[1.7 4.1 2.6 1 2.1]
octopus~jellyfish,3.8,[5.5 3.7 1 3.4 5.4]
octopus~leopard,1.14,[1 1 1 1.7 1]
octopus~nurse_shark,1.96,[2 1 1 1 4.8]
octopus~ostrich,1.08,[1 1 1 1 1.4]
octopus~penguin,1.5,[2.8 1.7 1 1 1]
octopus~rhinoceros,1.16,[1 1 1 1 1.8]
octopus~snail,1.34,[1.6 2.1 1 1 1]
octopus~snake,1.24,[2.1 1.1 1 1 1]
octopus~squid,5.86,[6 6.3 5.3 6.2 5.5]
opossum~alligator,1.38,[1.6 2.3 1 1 1]
opossum~bat,2.04,[1 1.8 2 4.4 1]
opossum~cow,1.9,[1.9 2.4 1.9 1.3 2]
opossum~fox,2.98,[4.6 5 1 2 2.3]
opossum~gerbil,3.4,[1 4.9 5.5 2 3.6]
opossum~mink,4.8,[5.8 1.9 5.1 6.2 5]
opossum~parrot,1.02,[1.1 1 1 1 1]
orangutan~chimpanzee,6.46,[6.8 7 5.9 6.5 6.1]
orangutan~cobra,1.02,[1 1 1.1 1 1]
orangutan~cow,1.26,[1.2 1.4 1 1.4 1.3]
orangutan~coyote,1.8,[2.6 1.6 2.5 1 1.3]
orangutan~elephant,1.78,[1 4.9 1 1 1]
orangutan~flamingo,1.16,[1 1.1 1.7 1 1]
orangutan~hawk,1.36,[1 1.4 1.1 1 2.3]
orangutan~howler_monkey,4.32,[4.1 7 4.9 4.3 1.3]
orangutan~koala,2.18,[1 4.2 1 1.1 3.6]
orangutan~panther,1.8,[1 2 1 2.8 2.2]
orangutan~polar_bear,1.76,[2.1 1.4 1.8 1 2.5]
orangutan~raccoon,1.98,[1 1.5 4.1 1.5 1.8]
orangutan~snake,1.04,[1.2 1 1 1 1]
orangutan~warthog,1.3,[1 1 2.5 1 1]
orca~lobster,2.08,[3.4 2.3 2.7 1 1]
orca~sea_lion,4.12,[5 1.7 4.6 5 4.3]
orca~trout,4.1,[3.5 4.3 5 2.5 5.2]
ostrich~bear,1.22,[1 1 1.8 1 1.3]
ostrich~cheetah,1.9,[1 2.2 3 1 2.3]
ostrich~chicken,4.2,[2.8 1.9 5.2 5.8 5.3]
ostrich~crab,1.36,[1.7 1.2 1 1 1.9]
ostrich~crocodile,1.08,[1 1 1 1 1.4]
ostrich~dodo,4.18,[3.4 5 5 3.4 4.1]
ostrich~kangaroo,1.6,[1 2.7 1.5 1 1.8]
ostrich~koala,1.4,[1.1 1 2.8 1.1 1]
ostrich~newt,1.62,[1.1 1.9 2.4 1 1.7]
ostrich~otter,1.34,[1.4 1.9 1 1 1.4]
ostrich~pig,1.52,[1 2.3 1 1.8 1.5]
ostrich~python,1.26,[1.7 1 1.4 1.2 1]
ostrich~tiger,1.28,[1 1.4 2 1 1]
ostrich~zebra,3,[2.9 6.5 2.2 1 2.4]
otter~beaver,5.34,[5 4.6 6.1 6 5]
otter~coyote,1.56,[1.3 3 1.5 1 1]
otter~emu,2.02,[2.1 3.8 1.8 1 1.4]
otter~fish,1.2,[1 1 1 2 1]
otter~giraffe,1.24,[1 1 2.2 1 1]
otter~horse,2.06,[1 4.6 2.5 1 1.2]
otter~lion,1.46,[2.1 2.1 1 1 1.1]
otter~lizard,1.16,[1.8 1 1 1 1]
otter~raccoon,3.54,[5.1 2.2 5.3 1.7 3.4]
otter~shark,1.88,[1 1.5 1 4 1.9]
otter~tiger,1.56,[2.2 1.1 1 1 2.5]
otter~turtle,1.6,[1 3.2 1 1.8 1]
otter~whale,2.78,[3.8 5.1 1 1 3]
otter~wolf,1.24,[1 2 1 1 1.2]
owl~bull,1.1,[1 1 1 1 1.5]
owl~coyote,1.38,[2.4 1 1.5 1 1]
owl~crow,3.92,[4.2 4 1.1 5.1 5.2]
owl~eagle,4.22,[3.7 5 6.6 2.5 3.3]
owl~elephant,1.26,[1.5 1 1.6 1 1.2]
owl~finch,3.28,[4 2 1 2.7 6.7]
owl~gazelle,1.24,[1.6 1.6 1 1 1]
owl~hamster,1.1,[1.5 1 1 1 1]
owl~horse,1.3,[1 1.2 1.3 1 2]
owl~penguin,2.76,[1.5 3.4 2.9 5 1]
owl~pig,1.78,[2.5 1.2 1.9 1 2.3]
owl~snake,1.42,[1.6 1.5 1 1.8 1.2]
owl~whale,1.08,[1 1 1.4 1 1]
owl~zebra,1.2,[1.7 1.3 1 1 1]
ox~bull,6.38,[7 7 5.5 5.6 6.8]
ox~chicken,1.2,[1 1 1.5 1.5 1]
ox~dog,1.64,[1.8 1 1.8 2.6 1]
ox~donkey,4.34,[4.5 7 3.8 3 3.4]
ox~horse,2.86,[4.5 2.7 2 4.1 1]
ox~tiger,1.62,[1.1 1.9 3.1 1 1]
oyster~guinea_pig,1,[1 1 1 1 1]
oyster~pheasant,1.06,[1.3 1 1 1 1]
panda_bear~cow,2.54,[2.1 1.5 3.6 1 4.5]
panda_bear~koala_bear,2.86,[1 1.8 5.1 2.4 4]
panda~aardvark,1.36,[1 1.6 1.2 1 2]
panda~alligator,1.34,[1 2.1 1.5 1 1.1]
panda~black_bear,3.5,[1 5.8 5 1.3 4.4]
panda~camel,2.36,[1 2.1 1.9 5.8 1]
panda~cheetah,3.24,[1.8 6.2 3.5 1.3 3.4]
panda~chimpanzee,2.8,[2.6 4.8 4.6 1 1]
panda~elephant,1.74,[1.9 1.1 1.7 1 3]
panda~giraffe,1.9,[2.5 1 1 3 2]
panda~horse,1.36,[2.6 1 1 1 1.2]
panda~kangaroo,1.56,[1 1 1 1.6 3.2]
panda~lemur,2.78,[2.5 5.1 3.7 1 1.6]
panda~monster,1.26,[2.3 1 1 1 1]
panda~pig,1.46,[1 1.6 1.7 1 2]
panda~python,1.08,[1 1 1 1.4 1]
panda~rabbit,2.84,[1.2 2.5 1.8 5.5 3.2]
panda~rhinoceros,1.1,[1 1 1 1 1.5]
panda~seal,1.04,[1 1.2 1 1 1]
panda~squirrel,1.78,[3.4 1.5 1.7 1 1.3]
panda~tiger,1.78,[2 1 3 1 1.9]
panda~wolf,2.34,[2.1 2 1 2.9 3.7]
panther~alligator,1.06,[1.3 1 1 1 1]
panther~ant,1.16,[1.3 1 1.4 1 1.1]
panther~bear,3.34,[3.2 3.6 2.7 3.2 4]
panther~cheetah,5.82,[5.9 5.2 7 6 5]
panther~cow,1.92,[1.8 1 2.5 3.3 1]
panther~coyote,2.94,[1 4.6 4.2 2.6 2.3]
panther~deer,1.66,[3.3 1 1 1 2]
panther~duck,1.22,[1.3 1 1.7 1 1.1]
panther~fish,1.26,[1.8 1 1.5 1 1]
panther~gazelle,3.7,[5.4 3 1.5 5.1 3.5]
panther~hippopotamus,1.74,[1 3.1 1 2.6 1]
panther~komodo_dragon,1.96,[1 1 1 1 5.8]
panther~lion,5.28,[6 5.2 5.2 5 5]
panther~lynx,5.62,[5 6.7 5.2 5 6.2]
panther~mountain_cougars,6.02,[6 7 6.7 3.4 7]
panther~ox,1.4,[2 1 1 1 2]
panther~pig,2.3,[1.8 1 3 1.4 4.3]
panther~woodchuck,1.52,[2.4 1 2 1.2 1]
parakeet~monkey,1.36,[1.9 1.3 1.4 1 1.2]
parakeet~parrot,6.44,[6.5 6.8 6.5 6.7 5.7]
parakeet~rabbit,1.32,[1.4 1 1.9 1 1.3]
parrot~bird,6.7,[7 7 7 6 6.5]
parrot~blue_jay,5.02,[6 4 5.8 6.6 2.7]
parrot~canary,6.22,[6.4 6 6.2 6.5 6]
parrot~cat,1.3,[2 1 1.5 1 1]
parrot~chameleon,1.6,[2.4 1.7 1 1 1.9]
parrot~dog,1.2,[1 1.1 1.9 1 1]
parrot~flamingo,4.94,[5 6.7 5.3 4.5 3.2]
parrot~lizard,1.54,[1 1 1 1 3.7]
parrot~owl,4.02,[5 2 5 2.6 5.5]
parrot~pigeon,5.7,[5.8 6.3 5 6 5.4]
parrot~snake,1.18,[1.9 1 1 1 1]
parrot~tiger,1.56,[1.6 1.7 1.5 1.2 1.8]
parrot~white_bass,1.32,[1 1.5 1 1 2.1]
parrot~wren,4.8,[4.6 2 6.4 5.5 5.5]
peacock~bird,6.84,[6.6 6.6 7 7 7]
peacock~coyote,1.16,[1.3 1 1 1 1.5]
peacock~hamster,1.16,[1.8 1 1 1 1]
peacock~lionfish,1.62,[1 1 1 1 4.1]
peacock~muskrat,1.28,[1 1.9 1 1 1.5]
peacock~pig,1.52,[1 2.2 1 1.8 1.6]
peacock~zebra,1.1,[1.4 1 1.1 1 1]
pelican~bee,1.66,[1 2.9 1 1.5 1.9]
pelican~elephant,1.1,[1.5 1 1 1 1]
penguin~alpaca,1.16,[1 1 1.6 1 1.2]
penguin~baboon,1.38,[1.4 1 1.2 1 2.3]
penguin~bat,2.16,[1.4 1 2.8 2.7 2.9]
penguin~bird,5.8,[5.1 7 5.8 5.3 5.8]
penguin~cat,1.06,[1.3 1 1 1 1]
penguin~coyote,1.08,[1.1 1.3 1 1 1]
penguin~crow,3.94,[4.7 4.1 3 4.9 3]
penguin~deer,1.34,[2.4 1.3 1 1 1]
penguin~dog,1.04,[1.2 1 1 1 1]
penguin~dolphin,2.68,[5 3.4 1 1 3]
penguin~eagle,1.98,[3 1 1.6 1.3 3]
penguin~flamingo,2.86,[3.4 1 4.5 3.4 2]
penguin~horse,1.3,[1 1 1 1 2.5]
penguin~kitty,1.08,[1.2 1 1 1 1.2]
penguin~panda,1.36,[1.3 2.2 1.1 1 1.2]
penguin~peacock,3.1,[1.3 4.3 4.5 3 2.4]
penguin~pig,1.52,[1 3.6 1 1 1]
penguin~raccoon,1.22,[1.1 1 1.9 1.1 1]
penguin~robin,3.56,[1.2 1.8 5 4.9 4.9]
penguin~seagull,3.5,[3.4 5.1 1 1.9 6.1]
penguin~seal,2.18,[2.2 2 2.7 1.6 2.4]
penguin~toad,1.34,[1.7 1 1.7 1 1.3]
peregrine_falcon~squid,1,[1 1 1 1 1]
pheasant~deer,1.28,[1.2 1 2.2 1 1]
pig~alligator,1.12,[1.6 1 1 1 1]
pig~antelope,1.72,[1 2.4 1.1 1 3.1]
pig~ape,1.46,[1.8 1.5 2 1 1]
pig~calf,2.76,[1.2 2.9 3.2 5.5 1]
pig~chipmunk,1.32,[1 1 1.7 1 1.9]
pig~cow,1.46,[1 1.1 3.2 1 1]
pig~dog,2.48,[2 1 3 4.1 2.3]
pig~dove,1,[1 1 1 1 1]
pig~duck,1.16,[1 1 1.5 1.3 1]
pig~elephant,1.84,[3.7 2 1 1.4 1.1]
pig~elk,2.36,[1.4 1 3 1.7 4.7]
pig~frog,1.16,[1 1 1 1 1.8]
pig~goose,1.42,[2 1.3 1.8 1 1]
pig~jack_ass,1.72,[1 3.1 1.5 1.5 1.5]
pig~leopard,1.44,[1.3 2.4 1 1.1 1.4]
pig~lion,1.78,[2.6 3.3 1 1 1]
pig~monkey,1.28,[2.1 1 1 1 1.3]
pig~mouse,2.42,[1.8 2.1 1.8 4.7 1.7]
pig~mule,2.56,[2.5 2 3.3 3 2]
pig~rhinoceros,3.06,[2.8 4.5 1.1 1 5.9]
pig~shrimp,1.04,[1.2 1 1 1 1]
